d_Fecha;c_Tipo;c_CodArt;c_Descri;n_Cantidad;n_Costo;c_Deposito
10/02/2026;S;P-003;PRODUCTO CON MARGEN BAJO;10;100,00;PRINCIPAL
10/02/2026;S;P-004;PRODUCTO POR AGOTARSE;8;105,00;PRINCIPAL
10/02/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;4;140,00;PRINCIPAL
11/02/2026;S;P-001;PRODUCTO RENTABLE;6;95,00;PRINCIPAL
11/02/2026;S;P-003;PRODUCTO CON MARGEN BAJO;7;100,00;PRINCIPAL
11/02/2026;S;P-004;PRODUCTO POR AGOTARSE;9;105,00;PRINCIPAL
11/02/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;4;140,00;PRINCIPAL
12/02/2026;S;P-001;PRODUCTO RENTABLE;7;95,00;PRINCIPAL
12/02/2026;S;P-003;PRODUCTO CON MARGEN BAJO;7;100,00;PRINCIPAL
12/02/2026;S;P-004;PRODUCTO POR AGOTARSE;20;105,00;PRINCIPAL
12/02/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;5;140,00;PRINCIPAL
13/02/2026;S;P-001;PRODUCTO RENTABLE;9;95,00;PRINCIPAL
13/02/2026;S;P-003;PRODUCTO CON MARGEN BAJO;9;100,00;PRINCIPAL
13/02/2026;S;P-004;PRODUCTO POR AGOTARSE;22;105,00;PRINCIPAL
13/02/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;6;140,00;PRINCIPAL
14/02/2026;S;P-001;PRODUCTO RENTABLE;4;95,00;PRINCIPAL
14/02/2026;S;P-003;PRODUCTO CON MARGEN BAJO;5;100,00;PRINCIPAL
14/02/2026;S;P-004;PRODUCTO POR AGOTARSE;20;105,00;PRINCIPAL
14/02/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;2;140,00;PRINCIPAL
15/02/2026;S;P-001;PRODUCTO RENTABLE;3;95,00;PRINCIPAL
15/02/2026;S;P-002;PRODUCTO SOBREABASTECIDO;2;170,00;PRINCIPAL
15/02/2026;E;P-002;PRODUCTO SOBREABASTECIDO;50;170,00;PRINCIPAL
15/02/2026;S;P-003;PRODUCTO CON MARGEN BAJO;4;100,00;PRINCIPAL
15/02/2026;S;P-004;PRODUCTO POR AGOTARSE;8;105,00;PRINCIPAL
15/02/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;1;140,00;PRINCIPAL
16/02/2026;S;P-001;PRODUCTO RENTABLE;5;95,00;PRINCIPAL
16/02/2026;S;P-003;PRODUCTO CON MARGEN BAJO;8;100,00;PRINCIPAL
16/02/2026;S;P-004;PRODUCTO POR AGOTARSE;7;105,00;PRINCIPAL
16/02/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;3;140,00;PRINCIPAL
17/02/2026;S;P-001;PRODUCTO RENTABLE;6;95,00;PRINCIPAL
17/02/2026;S;P-002;PRODUCTO SOBREABASTECIDO;1;170,00;PRINCIPAL
17/02/2026;S;P-003;PRODUCTO CON MARGEN BAJO;8;100,00;PRINCIPAL
17/02/2026;S;P-004;PRODUCTO POR AGOTARSE;8;105,00;PRINCIPAL
17/02/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;4;140,00;PRINCIPAL
18/02/2026;S;P-001;PRODUCTO RENTABLE;6;95,00;PRINCIPAL
18/02/2026;S;P-003;PRODUCTO CON MARGEN BAJO;7;100,00;PRINCIPAL
18/02/2026;S;P-004;PRODUCTO POR AGOTARSE;9;105,00;PRINCIPAL
18/02/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;4;140,00;PRINCIPAL
19/02/2026;S;P-001;PRODUCTO RENTABLE;7;95,00;PRINCIPAL
19/02/2026;S;P-003;PRODUCTO CON MARGEN BAJO;7;100,00;PRINCIPAL
19/02/2026;S;P-004;PRODUCTO POR AGOTARSE;10;105,00;PRINCIPAL
19/02/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;5;140,00;PRINCIPAL
20/02/2026;S;P-001;PRODUCTO RENTABLE;16;95,00;PRINCIPAL
20/02/2026;S;P-003;PRODUCTO CON MARGEN BAJO;9;100,00;PRINCIPAL
20/02/2026;S;P-004;PRODUCTO POR AGOTARSE;12;105,00;PRINCIPAL
20/02/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;6;140,00;PRINCIPAL
21/02/2026;S;P-001;PRODUCTO RENTABLE;4;95,00;PRINCIPAL
21/02/2026;S;P-003;PRODUCTO CON MARGEN BAJO;5;100,00;PRINCIPAL
21/02/2026;S;P-004;PRODUCTO POR AGOTARSE;10;105,00;PRINCIPAL
21/02/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;2;140,00;PRINCIPAL
22/02/2026;S;P-001;PRODUCTO RENTABLE;3;95,00;PRINCIPAL
22/02/2026;S;P-003;PRODUCTO CON MARGEN BAJO;4;100,00;PRINCIPAL
22/02/2026;S;P-004;PRODUCTO POR AGOTARSE;8;105,00;PRINCIPAL
22/02/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;1;140,00;PRINCIPAL
23/02/2026;S;P-001;PRODUCTO RENTABLE;5;95,00;PRINCIPAL
23/02/2026;S;P-003;PRODUCTO CON MARGEN BAJO;8;100,00;PRINCIPAL
23/02/2026;S;P-004;PRODUCTO POR AGOTARSE;7;105,00;PRINCIPAL
23/02/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;3;140,00;PRINCIPAL
24/02/2026;S;P-001;PRODUCTO RENTABLE;6;95,00;PRINCIPAL
24/02/2026;S;P-003;PRODUCTO CON MARGEN BAJO;8;100,00;PRINCIPAL
24/02/2026;S;P-004;PRODUCTO POR AGOTARSE;8;105,00;PRINCIPAL
24/02/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;4;140,00;PRINCIPAL
25/02/2026;S;P-001;PRODUCTO RENTABLE;6;95,00;PRINCIPAL
25/02/2026;S;P-003;PRODUCTO CON MARGEN BAJO;9;100,00;PRINCIPAL
25/02/2026;S;P-004;PRODUCTO POR AGOTARSE;9;105,00;PRINCIPAL
25/02/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;4;140,00;PRINCIPAL
26/02/2026;S;P-001;PRODUCTO RENTABLE;7;95,00;PRINCIPAL
26/02/2026;E;P-001;PRODUCTO RENTABLE;50;95,00;PRINCIPAL
26/02/2026;S;P-003;PRODUCTO CON MARGEN BAJO;7;100,00;PRINCIPAL
26/02/2026;S;P-004;PRODUCTO POR AGOTARSE;10;105,00;PRINCIPAL
26/02/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;5;140,00;PRINCIPAL
27/02/2026;S;P-001;PRODUCTO RENTABLE;9;95,00;PRINCIPAL
27/02/2026;S;P-003;PRODUCTO CON MARGEN BAJO;9;100,00;PRINCIPAL
27/02/2026;S;P-004;PRODUCTO POR AGOTARSE;12;105,00;PRINCIPAL
27/02/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;6;140,00;PRINCIPAL
28/02/2026;S;P-001;PRODUCTO RENTABLE;4;95,00;PRINCIPAL
28/02/2026;S;P-003;PRODUCTO CON MARGEN BAJO;5;100,00;PRINCIPAL
28/02/2026;S;P-004;PRODUCTO POR AGOTARSE;10;105,00;PRINCIPAL
28/02/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;2;140,00;PRINCIPAL
01/03/2026;S;P-001;PRODUCTO RENTABLE;3;95,00;PRINCIPAL
01/03/2026;S;P-002;PRODUCTO SOBREABASTECIDO;2;170,00;PRINCIPAL
01/03/2026;S;P-003;PRODUCTO CON MARGEN BAJO;4;100,00;PRINCIPAL
01/03/2026;S;P-004;PRODUCTO POR AGOTARSE;8;105,00;PRINCIPAL
01/03/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;1;140,00;PRINCIPAL
02/03/2026;S;P-001;PRODUCTO RENTABLE;5;95,00;PRINCIPAL
02/03/2026;S;P-002;PRODUCTO SOBREABASTECIDO;1;170,00;PRINCIPAL
02/03/2026;S;P-003;PRODUCTO CON MARGEN BAJO;8;100,00;PRINCIPAL
02/03/2026;S;P-004;PRODUCTO POR AGOTARSE;7;105,00;PRINCIPAL
02/03/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;3;140,00;PRINCIPAL
03/03/2026;S;P-001;PRODUCTO RENTABLE;6;95,00;PRINCIPAL
03/03/2026;S;P-003;PRODUCTO CON MARGEN BAJO;8;100,00;PRINCIPAL
03/03/2026;S;P-004;PRODUCTO POR AGOTARSE;8;105,00;PRINCIPAL
03/03/2026;S;P-006;PRODUCTO ESTACIONAL DETENIDO;4;140,00;PRINCIPAL
04/03/2026;S;P-001;PRODUCTO RENTABLE;6;95,00;PRINCIPAL
04/03/2026;S;P-003;PRODUCTO CON MARGEN BAJO;7;100,00;PRINCIPAL
04/03/2026;S;P-004;PRODUCTO POR AGOTARSE;9;105,00;PRINCIPAL
05/03/2026;S;P-001;PRODUCTO RENTABLE;14;95,00;PRINCIPAL
05/03/2026;S;P-003;PRODUCTO CON MARGEN BAJO;7;100,00;PRINCIPAL
05/03/2026;S;P-004;PRODUCTO POR AGOTARSE;10;105,00;PRINCIPAL
06/03/2026;S;P-001;PRODUCTO RENTABLE;9;95,00;PRINCIPAL
06/03/2026;S;P-003;PRODUCTO CON MARGEN BAJO;9;100,00;PRINCIPAL
06/03/2026;S;P-004;PRODUCTO POR AGOTARSE;12;105,00;PRINCIPAL
07/03/2026;S;P-001;PRODUCTO RENTABLE;4;95,00;PRINCIPAL
07/03/2026;S;P-003;PRODUCTO CON MARGEN BAJO;5;100,00;PRINCIPAL
07/03/2026;S;P-004;PRODUCTO POR AGOTARSE;10;105,00;PRINCIPAL
08/03/2026;S;P-001;PRODUCTO RENTABLE;3;95,00;PRINCIPAL
08/03/2026;S;P-003;PRODUCTO CON MARGEN BAJO;4;100,00;PRINCIPAL
08/03/2026;S;P-004;PRODUCTO POR AGOTARSE;8;105,00;PRINCIPAL
09/03/2026;S;P-001;PRODUCTO RENTABLE;5;95,00;PRINCIPAL
09/03/2026;S;P-003;PRODUCTO CON MARGEN BAJO;8;100,00;PRINCIPAL
09/03/2026;S;P-004;PRODUCTO POR AGOTARSE;7;105,00;PRINCIPAL
10/03/2026;S;P-001;PRODUCTO RENTABLE;6;95,00;PRINCIPAL
10/03/2026;S;P-003;PRODUCTO CON MARGEN BAJO;10;100,00;PRINCIPAL
10/03/2026;E;P-003;PRODUCTO CON MARGEN BAJO;50;100,00;PRINCIPAL
10/03/2026;S;P-004;PRODUCTO POR AGOTARSE;8;105,00;PRINCIPAL
11/03/2026;S;P-001;PRODUCTO RENTABLE;6;95,00;PRINCIPAL
11/03/2026;S;P-003;PRODUCTO CON MARGEN BAJO;7;100,00;PRINCIPAL
11/03/2026;S;P-004;PRODUCTO POR AGOTARSE;9;105,00;PRINCIPAL
12/03/2026;S;P-001;PRODUCTO RENTABLE;7;95,00;PRINCIPAL
12/03/2026;S;P-003;PRODUCTO CON MARGEN BAJO;7;100,00;PRINCIPAL
12/03/2026;S;P-004;PRODUCTO POR AGOTARSE;20;105,00;PRINCIPAL
13/03/2026;S;P-001;PRODUCTO RENTABLE;9;95,00;PRINCIPAL
13/03/2026;S;P-003;PRODUCTO CON MARGEN BAJO;9;100,00;PRINCIPAL
13/03/2026;S;P-004;PRODUCTO POR AGOTARSE;22;105,00;PRINCIPAL
14/03/2026;S;P-001;PRODUCTO RENTABLE;4;95,00;PRINCIPAL
14/03/2026;S;P-003;PRODUCTO CON MARGEN BAJO;5;100,00;PRINCIPAL
14/03/2026;S;P-004;PRODUCTO POR AGOTARSE;20;105,00;PRINCIPAL
15/03/2026;S;P-001;PRODUCTO RENTABLE;3;95,00;PRINCIPAL
15/03/2026;S;P-002;PRODUCTO SOBREABASTECIDO;2;170,00;PRINCIPAL
15/03/2026;S;P-003;PRODUCTO CON MARGEN BAJO;4;100,00;PRINCIPAL
15/03/2026;S;P-004;PRODUCTO POR AGOTARSE;8;105,00;PRINCIPAL
16/03/2026;S;P-001;PRODUCTO RENTABLE;5;95,00;PRINCIPAL
16/03/2026;S;P-003;PRODUCTO CON MARGEN BAJO;8;100,00;PRINCIPAL
16/03/2026;S;P-004;PRODUCTO POR AGOTARSE;8;105,00;PRINCIPAL
17/03/2026;S;P-001;PRODUCTO RENTABLE;6;95,00;PRINCIPAL
17/03/2026;S;P-003;PRODUCTO CON MARGEN BAJO;8;100,00;PRINCIPAL
17/03/2026;S;P-004;PRODUCTO POR AGOTARSE;9;105,00;PRINCIPAL
18/03/2026;S;P-001;PRODUCTO RENTABLE;6;95,00;PRINCIPAL
18/03/2026;S;P-003;PRODUCTO CON MARGEN BAJO;7;100,00;PRINCIPAL
18/03/2026;S;P-004;PRODUCTO POR AGOTARSE;10;105,00;PRINCIPAL
19/03/2026;S;P-001;PRODUCTO RENTABLE;7;95,00;PRINCIPAL
19/03/2026;S;P-003;PRODUCTO CON MARGEN BAJO;7;100,00;PRINCIPAL
19/03/2026;S;P-004;PRODUCTO POR AGOTARSE;11;105,00;PRINCIPAL
20/03/2026;S;P-001;PRODUCTO RENTABLE;16;95,00;PRINCIPAL
20/03/2026;S;P-003;PRODUCTO CON MARGEN BAJO;9;100,00;PRINCIPAL
20/03/2026;S;P-004;PRODUCTO POR AGOTARSE;13;105,00;PRINCIPAL
21/03/2026;S;P-001;PRODUCTO RENTABLE;4;95,00;PRINCIPAL
21/03/2026;S;P-003;PRODUCTO CON MARGEN BAJO;5;100,00;PRINCIPAL
21/03/2026;S;P-004;PRODUCTO POR AGOTARSE;11;105,00;PRINCIPAL
22/03/2026;S;P-001;PRODUCTO RENTABLE;3;95,00;PRINCIPAL
22/03/2026;S;P-003;PRODUCTO CON MARGEN BAJO;4;100,00;PRINCIPAL
22/03/2026;S;P-004;PRODUCTO POR AGOTARSE;9;105,00;PRINCIPAL
23/03/2026;S;P-001;PRODUCTO RENTABLE;5;95,00;PRINCIPAL
23/03/2026;S;P-003;PRODUCTO CON MARGEN BAJO;8;100,00;PRINCIPAL
23/03/2026;S;P-004;PRODUCTO POR AGOTARSE;8;105,00;PRINCIPAL
24/03/2026;S;P-001;PRODUCTO RENTABLE;6;95,00;PRINCIPAL
24/03/2026;S;P-003;PRODUCTO CON MARGEN BAJO;8;100,00;PRINCIPAL
24/03/2026;S;P-004;PRODUCTO POR AGOTARSE;9;105,00;PRINCIPAL
25/03/2026;S;P-001;PRODUCTO RENTABLE;6;95,00;PRINCIPAL
25/03/2026;E;P-001;PRODUCTO RENTABLE;50;95,00;PRINCIPAL
25/03/2026;S;P-003;PRODUCTO CON MARGEN BAJO;9;100,00;PRINCIPAL
25/03/2026;S;P-004;PRODUCTO POR AGOTARSE;10;105,00;PRINCIPAL
26/03/2026;S;P-001;PRODUCTO RENTABLE;7;95,00;PRINCIPAL
26/03/2026;S;P-003;PRODUCTO CON MARGEN BAJO;7;100,00;PRINCIPAL
26/03/2026;S;P-004;PRODUCTO POR AGOTARSE;11;105,00;PRINCIPAL
27/03/2026;S;P-001;PRODUCTO RENTABLE;9;95,00;PRINCIPAL
27/03/2026;S;P-003;PRODUCTO CON MARGEN BAJO;9;100,00;PRINCIPAL
27/03/2026;S;P-004;PRODUCTO POR AGOTARSE;13;105,00;PRINCIPAL
28/03/2026;S;P-001;PRODUCTO RENTABLE;4;95,00;PRINCIPAL
28/03/2026;S;P-002;PRODUCTO SOBREABASTECIDO;1;170,00;PRINCIPAL
28/03/2026;S;P-003;PRODUCTO CON MARGEN BAJO;5;100,00;PRINCIPAL
28/03/2026;S;P-004;PRODUCTO POR AGOTARSE;11;105,00;PRINCIPAL
29/03/2026;S;P-001;PRODUCTO RENTABLE;3;95,00;PRINCIPAL
29/03/2026;S;P-003;PRODUCTO CON MARGEN BAJO;4;100,00;PRINCIPAL
29/03/2026;S;P-004;PRODUCTO POR AGOTARSE;9;105,00;PRINCIPAL
30/03/2026;S;P-001;PRODUCTO RENTABLE;5;95,00;PRINCIPAL
30/03/2026;S;P-003;PRODUCTO CON MARGEN BAJO;8;100,00;PRINCIPAL
30/03/2026;S;P-004;PRODUCTO POR AGOTARSE;8;105,00;PRINCIPAL
31/03/2026;S;P-001;PRODUCTO RENTABLE;6;95,00;PRINCIPAL
31/03/2026;S;P-003;PRODUCTO CON MARGEN BAJO;8;100,00;PRINCIPAL
31/03/2026;S;P-004;PRODUCTO POR AGOTARSE;9;105,00;PRINCIPAL
01/04/2026;S;P-001;PRODUCTO RENTABLE;6;95,00;PRINCIPAL
01/04/2026;S;P-002;PRODUCTO SOBREABASTECIDO;2;170,00;PRINCIPAL
01/04/2026;S;P-003;PRODUCTO CON MARGEN BAJO;7;100,00;PRINCIPAL
01/04/2026;S;P-004;PRODUCTO POR AGOTARSE;10;105,00;PRINCIPAL
02/04/2026;S;P-001;PRODUCTO RENTABLE;7;95,00;PRINCIPAL
02/04/2026;S;P-003;PRODUCTO CON MARGEN BAJO;7;100,00;PRINCIPAL
02/04/2026;S;P-004;PRODUCTO POR AGOTARSE;11;105,00;PRINCIPAL
03/04/2026;S;P-001;PRODUCTO RENTABLE;9;95,00;PRINCIPAL
03/04/2026;S;P-003;PRODUCTO CON MARGEN BAJO;9;100,00;PRINCIPAL
03/04/2026;S;P-004;PRODUCTO POR AGOTARSE;13;105,00;PRINCIPAL
04/04/2026;S;P-001;PRODUCTO RENTABLE;4;95,00;PRINCIPAL
04/04/2026;S;P-003;PRODUCTO CON MARGEN BAJO;5;100,00;PRINCIPAL
04/04/2026;S;P-004;PRODUCTO POR AGOTARSE;11;105,00;PRINCIPAL
05/04/2026;S;P-001;PRODUCTO RENTABLE;10;95,00;PRINCIPAL
05/04/2026;S;P-003;PRODUCTO CON MARGEN BAJO;4;100,00;PRINCIPAL
05/04/2026;S;P-004;PRODUCTO POR AGOTARSE;9;105,00;PRINCIPAL
06/04/2026;S;P-001;PRODUCTO RENTABLE;5;95,00;PRINCIPAL
06/04/2026;S;P-003;PRODUCTO CON MARGEN BAJO;8;100,00;PRINCIPAL
06/04/2026;S;P-004;PRODUCTO POR AGOTARSE;8;105,00;PRINCIPAL
07/04/2026;S;P-001;PRODUCTO RENTABLE;6;95,00;PRINCIPAL
07/04/2026;S;P-003;PRODUCTO CON MARGEN BAJO;8;100,00;PRINCIPAL
07/04/2026;S;P-004;PRODUCTO POR AGOTARSE;9;105,00;PRINCIPAL
08/04/2026;S;P-001;PRODUCTO RENTABLE;6;95,00;PRINCIPAL
08/04/2026;S;P-003;PRODUCTO CON MARGEN BAJO;7;100,00;PRINCIPAL
08/04/2026;E;P-003;PRODUCTO CON MARGEN BAJO;50;100,00;PRINCIPAL
08/04/2026;S;P-004;PRODUCTO POR AGOTARSE;10;105,00;PRINCIPAL
09/04/2026;S;P-001;PRODUCTO RENTABLE;7;95,00;PRINCIPAL
09/04/2026;S;P-003;PRODUCTO CON MARGEN BAJO;7;100,00;PRINCIPAL
09/04/2026;S;P-004;PRODUCTO POR AGOTARSE;11;105,00;PRINCIPAL
10/04/2026;S;P-001;PRODUCTO RENTABLE;9;95,00;PRINCIPAL
10/04/2026;S;P-002;PRODUCTO SOBREABASTECIDO;1;170,00;PRINCIPAL
10/04/2026;S;P-003;PRODUCTO CON MARGEN BAJO;11;100,00;PRINCIPAL
10/04/2026;S;P-004;PRODUCTO POR AGOTARSE;13;105,00;PRINCIPAL
11/04/2026;S;P-001;PRODUCTO RENTABLE;4;95,00;PRINCIPAL
11/04/2026;S;P-003;PRODUCTO CON MARGEN BAJO;5;100,00;PRINCIPAL
11/04/2026;S;P-004;PRODUCTO POR AGOTARSE;11;105,00;PRINCIPAL
12/04/2026;S;P-001;PRODUCTO RENTABLE;3;95,00;PRINCIPAL
12/04/2026;S;P-003;PRODUCTO CON MARGEN BAJO;4;100,00;PRINCIPAL
12/04/2026;S;P-004;PRODUCTO POR AGOTARSE;19;105,00;PRINCIPAL
13/04/2026;S;P-001;PRODUCTO RENTABLE;5;95,00;PRINCIPAL
13/04/2026;S;P-003;PRODUCTO CON MARGEN BAJO;8;100,00;PRINCIPAL
13/04/2026;S;P-004;PRODUCTO POR AGOTARSE;18;105,00;PRINCIPAL
14/04/2026;S;P-001;PRODUCTO RENTABLE;6;95,00;PRINCIPAL
14/04/2026;S;P-003;PRODUCTO CON MARGEN BAJO;8;100,00;PRINCIPAL
14/04/2026;S;P-004;PRODUCTO POR AGOTARSE;19;105,00;PRINCIPAL
15/04/2026;S;P-001;PRODUCTO RENTABLE;6;95,00;PRINCIPAL
15/04/2026;S;P-002;PRODUCTO SOBREABASTECIDO;2;170,00;PRINCIPAL
15/04/2026;S;P-003;PRODUCTO CON MARGEN BAJO;7;100,00;PRINCIPAL
15/04/2026;S;P-004;PRODUCTO POR AGOTARSE;10;105,00;PRINCIPAL
16/04/2026;S;P-001;PRODUCTO RENTABLE;7;95,00;PRINCIPAL
16/04/2026;S;P-003;PRODUCTO CON MARGEN BAJO;7;100,00;PRINCIPAL
16/04/2026;S;P-004;PRODUCTO POR AGOTARSE;11;105,00;PRINCIPAL
17/04/2026;S;P-001;PRODUCTO RENTABLE;9;95,00;PRINCIPAL
17/04/2026;S;P-003;PRODUCTO CON MARGEN BAJO;9;100,00;PRINCIPAL
17/04/2026;S;P-004;PRODUCTO POR AGOTARSE;13;105,00;PRINCIPAL
18/04/2026;S;P-001;PRODUCTO RENTABLE;4;95,00;PRINCIPAL
18/04/2026;S;P-003;PRODUCTO CON MARGEN BAJO;5;100,00;PRINCIPAL
18/04/2026;S;P-004;PRODUCTO POR AGOTARSE;11;105,00;PRINCIPAL
19/04/2026;S;P-001;PRODUCTO RENTABLE;3;95,00;PRINCIPAL
19/04/2026;S;P-003;PRODUCTO CON MARGEN BAJO;4;100,00;PRINCIPAL
19/04/2026;S;P-004;PRODUCTO POR AGOTARSE;9;105,00;PRINCIPAL
20/04/2026;S;P-001;PRODUCTO RENTABLE;13;95,00;PRINCIPAL
20/04/2026;S;P-003;PRODUCTO CON MARGEN BAJO;8;100,00;PRINCIPAL
20/04/2026;S;P-004;PRODUCTO POR AGOTARSE;9;105,00;PRINCIPAL
21/04/2026;S;P-001;PRODUCTO RENTABLE;7;95,00;PRINCIPAL
21/04/2026;S;P-003;PRODUCTO CON MARGEN BAJO;8;100,00;PRINCIPAL
21/04/2026;S;P-004;PRODUCTO POR AGOTARSE;10;105,00;PRINCIPAL
22/04/2026;S;P-001;PRODUCTO RENTABLE;7;95,00;PRINCIPAL
22/04/2026;S;P-003;PRODUCTO CON MARGEN BAJO;7;100,00;PRINCIPAL
22/04/2026;S;P-004;PRODUCTO POR AGOTARSE;11;105,00;PRINCIPAL
22/04/2026;E;P-004;PRODUCTO POR AGOTARSE;50;105,00;PRINCIPAL
23/04/2026;S;P-001;PRODUCTO RENTABLE;8;95,00;PRINCIPAL
23/04/2026;S;P-002;PRODUCTO SOBREABASTECIDO;1;170,00;PRINCIPAL
23/04/2026;S;P-003;PRODUCTO CON MARGEN BAJO;7;100,00;PRINCIPAL
23/04/2026;S;P-004;PRODUCTO POR AGOTARSE;12;105,00;PRINCIPAL
24/04/2026;S;P-001;PRODUCTO RENTABLE;10;95,00;PRINCIPAL
24/04/2026;S;P-003;PRODUCTO CON MARGEN BAJO;9;100,00;PRINCIPAL
24/04/2026;S;P-004;PRODUCTO POR AGOTARSE;14;105,00;PRINCIPAL
25/04/2026;S;P-001;PRODUCTO RENTABLE;5;95,00;PRINCIPAL
25/04/2026;S;P-003;PRODUCTO CON MARGEN BAJO;7;100,00;PRINCIPAL
25/04/2026;S;P-004;PRODUCTO POR AGOTARSE;12;105,00;PRINCIPAL
26/04/2026;S;P-001;PRODUCTO RENTABLE;4;95,00;PRINCIPAL
26/04/2026;S;P-003;PRODUCTO CON MARGEN BAJO;4;100,00;PRINCIPAL
26/04/2026;S;P-004;PRODUCTO POR AGOTARSE;10;105,00;PRINCIPAL
27/04/2026;S;P-001;PRODUCTO RENTABLE;6;95,00;PRINCIPAL
27/04/2026;S;P-003;PRODUCTO CON MARGEN BAJO;8;100,00;PRINCIPAL
27/04/2026;S;P-004;PRODUCTO POR AGOTARSE;9;105,00;PRINCIPAL
28/04/2026;S;P-001;PRODUCTO RENTABLE;7;95,00;PRINCIPAL
28/04/2026;S;P-003;PRODUCTO CON MARGEN BAJO;8;100,00;PRINCIPAL
28/04/2026;S;P-004;PRODUCTO POR AGOTARSE;10;105,00;PRINCIPAL
29/04/2026;S;P-001;PRODUCTO RENTABLE;7;95,00;PRINCIPAL
29/04/2026;S;P-003;PRODUCTO CON MARGEN BAJO;7;100,00;PRINCIPAL
29/04/2026;S;P-004;PRODUCTO POR AGOTARSE;11;105,00;PRINCIPAL
30/04/2026;S;P-001;PRODUCTO RENTABLE;8;95,00;PRINCIPAL
30/04/2026;S;P-003;PRODUCTO CON MARGEN BAJO;7;100,00;PRINCIPAL
30/04/2026;S;P-004;PRODUCTO POR AGOTARSE;12;105,00;PRINCIPAL
01/05/2026;S;P-001;PRODUCTO RENTABLE;10;95,00;PRINCIPAL
01/05/2026;S;P-002;PRODUCTO SOBREABASTECIDO;2;170,00;PRINCIPAL
01/05/2026;S;P-003;PRODUCTO CON MARGEN BAJO;9;100,00;PRINCIPAL
01/05/2026;S;P-004;PRODUCTO POR AGOTARSE;14;105,00;PRINCIPAL
02/05/2026;S;P-001;PRODUCTO RENTABLE;5;95,00;PRINCIPAL
02/05/2026;S;P-003;PRODUCTO CON MARGEN BAJO;5;100,00;PRINCIPAL
02/05/2026;S;P-004;PRODUCTO POR AGOTARSE;12;105,00;PRINCIPAL
03/05/2026;S;P-001;PRODUCTO RENTABLE;4;95,00;PRINCIPAL
03/05/2026;S;P-003;PRODUCTO CON MARGEN BAJO;4;100,00;PRINCIPAL
03/05/2026;S;P-004;PRODUCTO POR AGOTARSE;10;105,00;PRINCIPAL
04/05/2026;S;P-001;PRODUCTO RENTABLE;6;95,00;PRINCIPAL
04/05/2026;S;P-003;PRODUCTO CON MARGEN BAJO;8;100,00;PRINCIPAL
04/05/2026;S;P-004;PRODUCTO POR AGOTARSE;9;105,00;PRINCIPAL
05/05/2026;S;P-001;PRODUCTO RENTABLE;14;95,00;PRINCIPAL
05/05/2026;S;P-003;PRODUCTO CON MARGEN BAJO;8;100,00;PRINCIPAL
05/05/2026;S;P-004;PRODUCTO POR AGOTARSE;10;105,00;PRINCIPAL
06/05/2026;S;P-001;PRODUCTO RENTABLE;7;95,00;PRINCIPAL
06/05/2026;S;P-002;PRODUCTO SOBREABASTECIDO;1;170,00;PRINCIPAL
06/05/2026;S;P-003;PRODUCTO CON MARGEN BAJO;7;100,00;PRINCIPAL
06/05/2026;S;P-004;PRODUCTO POR AGOTARSE;11;105,00;PRINCIPAL
06/05/2026;E;P-004;PRODUCTO POR AGOTARSE;50;105,00;PRINCIPAL
07/05/2026;S;P-001;PRODUCTO RENTABLE;8;95,00;PRINCIPAL
07/05/2026;S;P-003;PRODUCTO CON MARGEN BAJO;7;100,00;PRINCIPAL
07/05/2026;S;P-004;PRODUCTO POR AGOTARSE;12;105,00;PRINCIPAL
08/05/2026;S;P-001;PRODUCTO RENTABLE;10;95,00;PRINCIPAL
08/05/2026;S;P-003;PRODUCTO CON MARGEN BAJO;9;100,00;PRINCIPAL
08/05/2026;S;P-004;PRODUCTO POR AGOTARSE;14;105,00;PRINCIPAL
09/05/2026;S;P-001;PRODUCTO RENTABLE;5;95,00;PRINCIPAL
09/05/2026;S;P-003;PRODUCTO CON MARGEN BAJO;5;100,00;PRINCIPAL
09/05/2026;S;P-004;PRODUCTO POR AGOTARSE;12;105,00;PRINCIPAL
10/05/2026;S;P-001;PRODUCTO RENTABLE;4;95,00;PRINCIPAL
10/05/2026;S;P-003;PRODUCTO CON MARGEN BAJO;6;100,00;PRINCIPAL
