sale_id,sale_date,product_id,product_name,quantity,unit_price,unit_cost,customer_id
V-00398,2026-03-07,P-004,Producto por agotarse,10,160,105,C-03
V-00399,2026-03-08,P-001,Producto rentable,3,180,95,C-04
V-00400,2026-03-08,P-003,Producto con margen bajo,4,105,100,C-05
V-00401,2026-03-08,P-004,Producto por agotarse,8,160,105,C-06
V-00402,2026-03-09,P-001,Producto rentable,5,180,95,C-07
V-00403,2026-03-09,P-003,Producto con margen bajo,8,105,100,C-08
V-00404,2026-03-09,P-004,Producto por agotarse,7,160,105,C-09
V-00405,2026-03-10,P-001,Producto rentable,6,180,95,C-10
V-00406,2026-03-10,P-003,Producto con margen bajo,10,105,100,C-11
V-00407,2026-03-10,P-004,Producto por agotarse,8,160,105,C-12
V-00408,2026-03-11,P-001,Producto rentable,6,180,95,C-13
V-00409,2026-03-11,P-003,Producto con margen bajo,7,105,100,C-14
V-00410,2026-03-11,P-004,Producto por agotarse,9,160,105,C-15
V-00411,2026-03-12,P-001,Producto rentable,7,180,95,C-16
V-00412,2026-03-12,P-003,Producto con margen bajo,7,105,100,C-17
V-00413,2026-03-12,P-004,Producto por agotarse,20,160,105,C-18
V-00414,2026-03-13,P-001,Producto rentable,9,180,95,C-01
V-00415,2026-03-13,P-003,Producto con margen bajo,9,105,100,C-02
V-00416,2026-03-13,P-004,Producto por agotarse,22,160,105,C-03
V-00417,2026-03-14,P-001,Producto rentable,4,180,95,C-04
V-00418,2026-03-14,P-003,Producto con margen bajo,5,105,100,C-05
V-00419,2026-03-14,P-004,Producto por agotarse,20,160,105,C-06
V-00420,2026-03-15,P-001,Producto rentable,3,180,95,C-07
V-00421,2026-03-15,P-002,Producto sobreabastecido,2,250,170,C-08
V-00422,2026-03-15,P-003,Producto con margen bajo,4,105,100,C-09
V-00423,2026-03-15,P-004,Producto por agotarse,8,160,105,C-10
V-00424,2026-03-16,P-001,Producto rentable,5,180,95,C-11
V-00425,2026-03-16,P-003,Producto con margen bajo,8,105,100,C-12
V-00426,2026-03-16,P-004,Producto por agotarse,8,160,105,C-13
V-00427,2026-03-17,P-001,Producto rentable,6,180,95,C-14
V-00428,2026-03-17,P-003,Producto con margen bajo,8,105,100,C-15
V-00429,2026-03-17,P-004,Producto por agotarse,9,160,105,C-16
V-00430,2026-03-18,P-001,Producto rentable,6,180,95,C-17
V-00431,2026-03-18,P-003,Producto con margen bajo,7,105,100,C-18
V-00432,2026-03-18,P-004,Producto por agotarse,10,160,105,C-01
V-00433,2026-03-19,P-001,Producto rentable,7,180,95,C-02
V-00434,2026-03-19,P-003,Producto con margen bajo,7,105,100,C-03
V-00435,2026-03-19,P-004,Producto por agotarse,11,160,105,C-04
V-00436,2026-03-20,P-001,Producto rentable,16,180,95,C-05
V-00437,2026-03-20,P-003,Producto con margen bajo,9,105,100,C-06
V-00438,2026-03-20,P-004,Producto por agotarse,13,160,105,C-07
V-00439,2026-03-21,P-001,Producto rentable,4,180,95,C-08
V-00440,2026-03-21,P-003,Producto con margen bajo,5,105,100,C-09
V-00441,2026-03-21,P-004,Producto por agotarse,11,160,105,C-10
V-00442,2026-03-22,P-001,Producto rentable,3,180,95,C-11
V-00443,2026-03-22,P-003,Producto con margen bajo,4,105,100,C-12
V-00444,2026-03-22,P-004,Producto por agotarse,9,160,105,C-13
V-00445,2026-03-23,P-001,Producto rentable,5,180,95,C-14
V-00446,2026-03-23,P-003,Producto con margen bajo,8,105,100,C-15
V-00447,2026-03-23,P-004,Producto por agotarse,8,160,105,C-16
V-00448,2026-03-24,P-001,Producto rentable,6,180,95,C-17
V-00449,2026-03-24,P-003,Producto con margen bajo,8,105,100,C-18
V-00450,2026-03-24,P-004,Producto por agotarse,9,160,105,C-01
V-00451,2026-03-25,P-001,Producto rentable,6,180,95,C-02
V-00452,2026-03-25,P-003,Producto con margen bajo,9,105,100,C-03
V-00453,2026-03-25,P-004,Producto por agotarse,10,160,105,C-04
V-00454,2026-03-26,P-001,Producto rentable,7,180,95,C-05
V-00455,2026-03-26,P-003,Producto con margen bajo,7,105,100,C-06
V-00456,2026-03-26,P-004,Producto por agotarse,11,160,105,C-07
V-00457,2026-03-27,P-001,Producto rentable,9,180,95,C-08
V-00458,2026-03-27,P-003,Producto con margen bajo,9,105,100,C-09
V-00459,2026-03-27,P-004,Producto por agotarse,13,160,105,C-10
V-00460,2026-03-28,P-001,Producto rentable,4,180,95,C-11
V-00461,2026-03-28,P-002,Producto sobreabastecido,1,250,170,C-12
V-00462,2026-03-28,P-003,Producto con margen bajo,5,105,100,C-13
V-00463,2026-03-28,P-004,Producto por agotarse,11,160,105,C-14
V-00464,2026-03-29,P-001,Producto rentable,3,180,95,C-15
V-00465,2026-03-29,P-003,Producto con margen bajo,4,105,100,C-16
V-00466,2026-03-29,P-004,Producto por agotarse,9,160,105,C-17
V-00467,2026-03-30,P-001,Producto rentable,5,180,95,C-18
V-00468,2026-03-30,P-003,Producto con margen bajo,8,105,100,C-01
V-00469,2026-03-30,P-004,Producto por agotarse,8,160,105,C-02
V-00470,2026-03-31,P-001,Producto rentable,6,180,95,C-03
V-00471,2026-03-31,P-003,Producto con margen bajo,8,105,100,C-04
V-00472,2026-03-31,P-004,Producto por agotarse,9,160,105,C-05
V-00473,2026-04-01,P-001,Producto rentable,6,180,95,C-06
V-00474,2026-04-01,P-002,Producto sobreabastecido,2,250,170,C-07
V-00475,2026-04-01,P-003,Producto con margen bajo,7,105,100,C-08
V-00476,2026-04-01,P-004,Producto por agotarse,10,160,105,C-09
V-00477,2026-04-02,P-001,Producto rentable,7,180,95,C-10
V-00478,2026-04-02,P-003,Producto con margen bajo,7,105,100,C-11
V-00479,2026-04-02,P-004,Producto por agotarse,11,160,105,C-12
V-00480,2026-04-03,P-001,Producto rentable,9,180,95,C-13
V-00481,2026-04-03,P-003,Producto con margen bajo,9,105,100,C-14
V-00482,2026-04-03,P-004,Producto por agotarse,13,160,105,C-15
V-00483,2026-04-04,P-001,Producto rentable,4,180,95,C-16
V-00484,2026-04-04,P-003,Producto con margen bajo,5,105,100,C-17
V-00485,2026-04-04,P-004,Producto por agotarse,11,160,105,C-18
V-00486,2026-04-05,P-001,Producto rentable,10,180,95,C-01
V-00487,2026-04-05,P-003,Producto con margen bajo,4,105,100,C-02
V-00488,2026-04-05,P-004,Producto por agotarse,9,160,105,C-03
V-00489,2026-04-06,P-001,Producto rentable,5,180,95,C-04
V-00490,2026-04-06,P-003,Producto con margen bajo,8,105,100,C-05
V-00491,2026-04-06,P-004,Producto por agotarse,8,160,105,C-06
V-00492,2026-04-07,P-001,Producto rentable,6,180,95,C-07
V-00493,2026-04-07,P-003,Producto con margen bajo,8,105,100,C-08
V-00494,2026-04-07,P-004,Producto por agotarse,9,160,105,C-09
V-00495,2026-04-08,P-001,Producto rentable,6,180,95,C-10
V-00496,2026-04-08,P-003,Producto con margen bajo,7,105,100,C-11
V-00497,2026-04-08,P-004,Producto por agotarse,10,160,105,C-12
V-00498,2026-04-09,P-001,Producto rentable,7,180,95,C-13
V-00499,2026-04-09,P-003,Producto con margen bajo,7,105,100,C-14
V-00500,2026-04-09,P-004,Producto por agotarse,11,160,105,C-15
V-00501,2026-04-10,P-001,Producto rentable,9,180,95,C-16
V-00502,2026-04-10,P-002,Producto sobreabastecido,1,250,170,C-17
V-00503,2026-04-10,P-003,Producto con margen bajo,11,105,100,C-18
V-00504,2026-04-10,P-004,Producto por agotarse,13,160,105,C-01
V-00505,2026-04-11,P-001,Producto rentable,4,180,95,C-02
V-00506,2026-04-11,P-003,Producto con margen bajo,5,105,100,C-03
V-00507,2026-04-11,P-004,Producto por agotarse,11,160,105,C-04
V-00508,2026-04-12,P-001,Producto rentable,3,180,95,C-05
V-00509,2026-04-12,P-003,Producto con margen bajo,4,105,100,C-06
V-00510,2026-04-12,P-004,Producto por agotarse,19,160,105,C-07
V-00511,2026-04-13,P-001,Producto rentable,5,180,95,C-08
V-00512,2026-04-13,P-003,Producto con margen bajo,8,105,100,C-09
V-00513,2026-04-13,P-004,Producto por agotarse,18,160,105,C-10
V-00514,2026-04-14,P-001,Producto rentable,6,180,95,C-11
V-00515,2026-04-14,P-003,Producto con margen bajo,8,105,100,C-12
V-00516,2026-04-14,P-004,Producto por agotarse,19,160,105,C-13
V-00517,2026-04-15,P-001,Producto rentable,6,180,95,C-14
V-00518,2026-04-15,P-002,Producto sobreabastecido,2,250,170,C-15
V-00519,2026-04-15,P-003,Producto con margen bajo,7,105,100,C-16
V-00520,2026-04-15,P-004,Producto por agotarse,10,160,105,C-17
V-00521,2026-04-16,P-001,Producto rentable,7,180,95,C-18
V-00522,2026-04-16,P-003,Producto con margen bajo,7,105,100,C-01
V-00523,2026-04-16,P-004,Producto por agotarse,11,160,105,C-02
V-00524,2026-04-17,P-001,Producto rentable,9,180,95,C-03
V-00525,2026-04-17,P-003,Producto con margen bajo,9,105,100,C-04
V-00526,2026-04-17,P-004,Producto por agotarse,13,160,105,C-05
V-00527,2026-04-18,P-001,Producto rentable,4,180,95,C-06
V-00528,2026-04-18,P-003,Producto con margen bajo,5,105,100,C-07
V-00529,2026-04-18,P-004,Producto por agotarse,11,160,105,C-08
V-00530,2026-04-19,P-001,Producto rentable,3,180,95,C-09
V-00531,2026-04-19,P-003,Producto con margen bajo,4,105,100,C-10
V-00532,2026-04-19,P-004,Producto por agotarse,9,160,105,C-11
V-00533,2026-04-20,P-001,Producto rentable,13,180,95,C-12
V-00534,2026-04-20,P-003,Producto con margen bajo,8,105,100,C-13
V-00535,2026-04-20,P-004,Producto por agotarse,9,160,105,C-14
V-00536,2026-04-21,P-001,Producto rentable,7,180,95,C-15
V-00537,2026-04-21,P-003,Producto con margen bajo,8,105,100,C-16
V-00538,2026-04-21,P-004,Producto por agotarse,10,160,105,C-17
V-00539,2026-04-22,P-001,Producto rentable,7,180,95,C-18
V-00540,2026-04-22,P-003,Producto con margen bajo,7,105,100,C-01
V-00541,2026-04-22,P-004,Producto por agotarse,11,160,105,C-02
V-00542,2026-04-23,P-001,Producto rentable,8,180,95,C-03
V-00543,2026-04-23,P-002,Producto sobreabastecido,1,250,170,C-04
V-00544,2026-04-23,P-003,Producto con margen bajo,7,105,100,C-05
V-00545,2026-04-23,P-004,Producto por agotarse,12,160,105,C-06
V-00546,2026-04-24,P-001,Producto rentable,10,180,95,C-07
V-00547,2026-04-24,P-003,Producto con margen bajo,9,105,100,C-08
V-00548,2026-04-24,P-004,Producto por agotarse,14,160,105,C-09
V-00549,2026-04-25,P-001,Producto rentable,5,180,95,C-10
V-00550,2026-04-25,P-003,Producto con margen bajo,7,105,100,C-11
V-00551,2026-04-25,P-004,Producto por agotarse,12,160,105,C-12
V-00552,2026-04-26,P-001,Producto rentable,4,180,95,C-13
V-00553,2026-04-26,P-003,Producto con margen bajo,4,105,100,C-14
V-00554,2026-04-26,P-004,Producto por agotarse,10,160,105,C-15
V-00555,2026-04-27,P-001,Producto rentable,6,180,95,C-16
V-00556,2026-04-27,P-003,Producto con margen bajo,8,105,100,C-17
V-00557,2026-04-27,P-004,Producto por agotarse,9,160,105,C-18
V-00558,2026-04-28,P-001,Producto rentable,7,180,95,C-01
V-00559,2026-04-28,P-003,Producto con margen bajo,8,105,100,C-02
V-00560,2026-04-28,P-004,Producto por agotarse,10,160,105,C-03
V-00561,2026-04-29,P-001,Producto rentable,7,180,95,C-04
V-00562,2026-04-29,P-003,Producto con margen bajo,7,105,100,C-05
V-00563,2026-04-29,P-004,Producto por agotarse,11,160,105,C-06
V-00564,2026-04-30,P-001,Producto rentable,8,180,95,C-07
V-00565,2026-04-30,P-003,Producto con margen bajo,7,105,100,C-08
V-00566,2026-04-30,P-004,Producto por agotarse,12,160,105,C-09
V-00567,2026-05-01,P-001,Producto rentable,10,180,95,C-10
V-00568,2026-05-01,P-002,Producto sobreabastecido,2,250,170,C-11
V-00569,2026-05-01,P-003,Producto con margen bajo,9,105,100,C-12
V-00570,2026-05-01,P-004,Producto por agotarse,14,160,105,C-13
V-00571,2026-05-02,P-001,Producto rentable,5,180,95,C-14
V-00572,2026-05-02,P-003,Producto con margen bajo,5,105,100,C-15
V-00573,2026-05-02,P-004,Producto por agotarse,12,160,105,C-16
V-00574,2026-05-03,P-001,Producto rentable,4,180,95,C-17
V-00575,2026-05-03,P-003,Producto con margen bajo,4,105,100,C-18
V-00576,2026-05-03,P-004,Producto por agotarse,10,160,105,C-01
V-00577,2026-05-04,P-001,Producto rentable,6,180,95,C-02
V-00578,2026-05-04,P-003,Producto con margen bajo,8,105,100,C-03
V-00579,2026-05-04,P-004,Producto por agotarse,9,160,105,C-04
V-00580,2026-05-05,P-001,Producto rentable,14,180,95,C-05
V-00581,2026-05-05,P-003,Producto con margen bajo,8,105,100,C-06
V-00582,2026-05-05,P-004,Producto por agotarse,10,160,105,C-07
V-00583,2026-05-06,P-001,Producto rentable,7,180,95,C-08
V-00584,2026-05-06,P-002,Producto sobreabastecido,1,250,170,C-09
V-00585,2026-05-06,P-003,Producto con margen bajo,7,105,100,C-10
V-00586,2026-05-06,P-004,Producto por agotarse,11,160,105,C-11
V-00587,2026-05-07,P-001,Producto rentable,8,180,95,C-12
V-00588,2026-05-07,P-003,Producto con margen bajo,7,105,100,C-13
V-00589,2026-05-07,P-004,Producto por agotarse,12,160,105,C-14
V-00590,2026-05-08,P-001,Producto rentable,10,180,95,C-15
V-00591,2026-05-08,P-003,Producto con margen bajo,9,105,100,C-16
V-00592,2026-05-08,P-004,Producto por agotarse,14,160,105,C-17
V-00593,2026-05-09,P-001,Producto rentable,5,180,95,C-18
V-00594,2026-05-09,P-003,Producto con margen bajo,5,105,100,C-01
V-00595,2026-05-09,P-004,Producto por agotarse,12,160,105,C-02
V-00596,2026-05-10,P-001,Producto rentable,4,180,95,C-03
V-00597,2026-05-10,P-003,Producto con margen bajo,6,105,100,C-04
V-00598,2026-05-10,P-004,Producto por agotarse,10,160,105,C-05
V-00599,2026-05-11,P-001,Producto rentable,6,180,95,C-06
V-00600,2026-05-11,P-003,Producto con margen bajo,8,105,100,C-07
V-00601,2026-05-11,P-004,Producto por agotarse,9,160,105,C-08
V-00602,2026-05-12,P-001,Producto rentable,7,180,95,C-09
V-00603,2026-05-12,P-003,Producto con margen bajo,8,105,100,C-10
V-00604,2026-05-12,P-004,Producto por agotarse,20,160,105,C-11
V-00605,2026-05-13,P-001,Producto rentable,7,180,95,C-12
V-00606,2026-05-13,P-003,Producto con margen bajo,7,105,100,C-13
V-00607,2026-05-13,P-004,Producto por agotarse,21,160,105,C-14
V-00608,2026-05-14,P-001,Producto rentable,8,180,95,C-15
V-00609,2026-05-14,P-003,Producto con margen bajo,7,105,100,C-16
V-00610,2026-05-14,P-004,Producto por agotarse,22,160,105,C-17
V-00611,2026-05-15,P-001,Producto rentable,10,180,95,C-18
V-00612,2026-05-15,P-002,Producto sobreabastecido,2,250,170,C-01
V-00613,2026-05-15,P-003,Producto con margen bajo,9,105,100,C-02
V-00614,2026-05-15,P-004,Producto por agotarse,14,160,105,C-03
V-00615,2026-05-16,P-001,Producto rentable,5,180,95,C-04
V-00616,2026-05-16,P-003,Producto con margen bajo,5,105,100,C-05
V-00617,2026-05-16,P-004,Producto por agotarse,12,160,105,C-06
V-00618,2026-05-17,P-001,Producto rentable,4,180,95,C-07
V-00619,2026-05-17,P-003,Producto con margen bajo,4,105,100,C-08
V-00620,2026-05-17,P-004,Producto por agotarse,10,160,105,C-09
V-00621,2026-05-18,P-001,Producto rentable,6,180,95,C-10
V-00622,2026-05-18,P-003,Producto con margen bajo,8,105,100,C-11
V-00623,2026-05-18,P-004,Producto por agotarse,9,160,105,C-12
V-00624,2026-05-19,P-001,Producto rentable,7,180,95,C-13
V-00625,2026-05-19,P-002,Producto sobreabastecido,1,250,170,C-14
V-00626,2026-05-19,P-003,Producto con margen bajo,8,105,100,C-15
V-00627,2026-05-19,P-004,Producto por agotarse,10,160,105,C-16
V-00628,2026-05-20,P-001,Producto rentable,14,180,95,C-17
V-00629,2026-05-20,P-003,Producto con margen bajo,7,105,100,C-18
V-00630,2026-05-20,P-004,Producto por agotarse,11,160,105,C-01
V-00631,2026-05-21,P-001,Producto rentable,8,180,95,C-02
V-00632,2026-05-21,P-003,Producto con margen bajo,7,105,100,C-03
V-00633,2026-05-21,P-004,Producto por agotarse,12,160,105,C-04
V-00634,2026-05-22,P-001,Producto rentable,10,180,95,C-05
V-00635,2026-05-22,P-003,Producto con margen bajo,9,105,100,C-06
V-00636,2026-05-22,P-004,Producto por agotarse,14,160,105,C-07
V-00637,2026-05-23,P-001,Producto rentable,5,180,95,C-08
V-00638,2026-05-23,P-003,Producto con margen bajo,5,105,100,C-09
V-00639,2026-05-23,P-004,Producto por agotarse,12,160,105,C-10
V-00640,2026-05-24,P-001,Producto rentable,4,180,95,C-11
V-00641,2026-05-24,P-003,Producto con margen bajo,4,105,100,C-12
V-00642,2026-05-24,P-004,Producto por agotarse,10,160,105,C-13
V-00643,2026-05-25,P-001,Producto rentable,6,180,95,C-14
V-00644,2026-05-25,P-003,Producto con margen bajo,10,105,100,C-15
V-00645,2026-05-25,P-004,Producto por agotarse,10,160,105,C-16
V-00646,2026-05-26,P-001,Producto rentable,7,180,95,C-17
V-00647,2026-05-26,P-003,Producto con margen bajo,8,105,100,C-18
V-00648,2026-05-26,P-004,Producto por agotarse,11,160,105,C-01
V-00649,2026-05-27,P-001,Producto rentable,7,180,95,C-02
V-00650,2026-05-27,P-003,Producto con margen bajo,7,105,100,C-03
V-00651,2026-05-27,P-004,Producto por agotarse,12,160,105,C-04
V-00652,2026-05-28,P-001,Producto rentable,8,180,95,C-05
V-00653,2026-05-28,P-003,Producto con margen bajo,7,105,100,C-06
V-00654,2026-05-28,P-004,Producto por agotarse,13,160,105,C-07
V-00655,2026-05-29,P-001,Producto rentable,10,180,95,C-08
V-00656,2026-05-29,P-003,Producto con margen bajo,9,105,100,C-09
V-00657,2026-05-29,P-004,Producto por agotarse,15,160,105,C-10
V-00658,2026-05-30,P-001,Producto rentable,5,180,95,C-11
V-00659,2026-05-30,P-003,Producto con margen bajo,5,105,100,C-12
V-00660,2026-05-30,P-004,Producto por agotarse,13,160,105,C-13
V-00661,2026-05-31,P-001,Producto rentable,4,180,95,C-14
V-00662,2026-05-31,P-003,Producto con margen bajo,4,105,100,C-15
V-00663,2026-05-31,P-004,Producto por agotarse,11,160,105,C-16
V-00664,2026-06-01,P-001,Producto rentable,6,180,95,C-17
V-00665,2026-06-01,P-002,Producto sobreabastecido,2,250,170,C-18
V-00666,2026-06-01,P-003,Producto con margen bajo,8,105,100,C-01
V-00667,2026-06-01,P-004,Producto por agotarse,10,160,105,C-02
V-00668,2026-06-02,P-001,Producto rentable,7,180,95,C-03
V-00669,2026-06-02,P-003,Producto con margen bajo,8,105,100,C-04
V-00670,2026-06-02,P-004,Producto por agotarse,11,160,105,C-05
V-00671,2026-06-03,P-001,Producto rentable,7,180,95,C-06
V-00672,2026-06-03,P-003,Producto con margen bajo,7,105,100,C-07
V-00673,2026-06-03,P-004,Producto por agotarse,12,160,105,C-08
V-00674,2026-06-04,P-001,Producto rentable,8,180,95,C-09
V-00675,2026-06-04,P-003,Producto con margen bajo,7,105,100,C-10
V-00676,2026-06-04,P-004,Producto por agotarse,13,160,105,C-11
V-00677,2026-06-05,P-001,Producto rentable,17,180,95,C-12
V-00678,2026-06-05,P-003,Producto con margen bajo,9,105,100,C-13
V-00679,2026-06-05,P-004,Producto por agotarse,15,160,105,C-14
V-00680,2026-06-06,P-001,Producto rentable,5,180,95,C-15
V-00681,2026-06-06,P-003,Producto con margen bajo,5,105,100,C-16
V-00682,2026-06-06,P-004,Producto por agotarse,13,160,105,C-17
V-00683,2026-06-07,P-001,Producto rentable,4,180,95,C-18
V-00684,2026-06-07,P-003,Producto con margen bajo,4,105,100,C-01
V-00685,2026-06-07,P-004,Producto por agotarse,11,160,105,C-02
V-00686,2026-06-08,P-001,Producto rentable,6,180,95,C-03
V-00687,2026-06-08,P-003,Producto con margen bajo,8,105,100,C-04
V-00688,2026-06-08,P-004,Producto por agotarse,10,160,105,C-05
V-00689,2026-06-09,P-001,Producto rentable,7,180,95,C-06
V-00690,2026-06-09,P-003,Producto con margen bajo,8,105,100,C-07
V-00691,2026-06-09,P-004,Producto por agotarse,11,160,105,C-08
V-00692,2026-06-10,P-001,Producto rentable,7,180,95,C-09
V-00693,2026-06-10,P-003,Producto con margen bajo,9,105,100,C-10
V-00694,2026-06-10,P-004,Producto por agotarse,12,160,105,C-11
V-00695,2026-06-11,P-001,Producto rentable,8,180,95,C-12
V-00696,2026-06-11,P-003,Producto con margen bajo,7,105,100,C-13
V-00697,2026-06-11,P-004,Producto por agotarse,13,160,105,C-14
V-00698,2026-06-12,P-001,Producto rentable,10,180,95,C-15
V-00699,2026-06-12,P-003,Producto con margen bajo,9,105,100,C-16
V-00700,2026-06-12,P-004,Producto por agotarse,25,160,105,C-17
V-00701,2026-06-13,P-001,Producto rentable,5,180,95,C-18
V-00702,2026-06-13,P-003,Producto con margen bajo,5,105,100,C-01
V-00703,2026-06-13,P-004,Producto por agotarse,23,160,105,C-02
V-00704,2026-06-14,P-001,Producto rentable,4,180,95,C-03
V-00705,2026-06-14,P-002,Producto sobreabastecido,1,250,170,C-04
V-00706,2026-06-14,P-003,Producto con margen bajo,4,105,100,C-05
V-00707,2026-06-14,P-004,Producto por agotarse,21,160,105,C-06
V-00708,2026-06-15,P-001,Producto rentable,6,180,95,C-07
V-00709,2026-06-15,P-002,Producto sobreabastecido,2,250,170,C-08
V-00710,2026-06-15,P-003,Producto con margen bajo,8,105,100,C-09
V-00711,2026-06-15,P-004,Producto por agotarse,10,160,105,C-10
V-00712,2026-06-16,P-001,Producto rentable,7,180,95,C-11
V-00713,2026-06-16,P-003,Producto con margen bajo,8,105,100,C-12
V-00714,2026-06-16,P-004,Producto por agotarse,11,160,105,C-13
V-00715,2026-06-17,P-001,Producto rentable,7,180,95,C-14
V-00716,2026-06-17,P-003,Producto con margen bajo,7,105,100,C-15
V-00717,2026-06-17,P-004,Producto por agotarse,12,160,105,C-16
V-00718,2026-06-18,P-001,Producto rentable,8,180,95,C-17
V-00719,2026-06-18,P-003,Producto con margen bajo,7,105,100,C-18
V-00720,2026-06-18,P-004,Producto por agotarse,13,160,105,C-01
V-00721,2026-06-19,P-001,Producto rentable,10,180,95,C-02
V-00722,2026-06-19,P-003,Producto con margen bajo,9,105,100,C-03
V-00723,2026-06-19,P-004,Producto por agotarse,15,160,105,C-04
V-00724,2026-06-20,P-001,Producto rentable,12,180,95,C-05
V-00725,2026-06-20,P-003,Producto con margen bajo,5,105,100,C-06
V-00726,2026-06-20,P-004,Producto por agotarse,13,160,105,C-07
V-00727,2026-06-21,P-001,Producto rentable,4,180,95,C-08
V-00728,2026-06-21,P-003,Producto con margen bajo,4,105,100,C-09
V-00729,2026-06-21,P-004,Producto por agotarse,11,160,105,C-10
V-00730,2026-06-22,P-001,Producto rentable,6,180,95,C-11
V-00731,2026-06-22,P-003,Producto con margen bajo,8,105,100,C-12
V-00732,2026-06-22,P-004,Producto por agotarse,10,160,105,C-13
V-00733,2026-06-23,P-001,Producto rentable,7,180,95,C-14
V-00734,2026-06-23,P-003,Producto con margen bajo,8,105,100,C-15
V-00735,2026-06-23,P-004,Producto por agotarse,11,160,105,C-16
V-00736,2026-06-24,P-001,Producto rentable,7,180,95,C-17
V-00737,2026-06-24,P-003,Producto con margen bajo,7,105,100,C-18
V-00738,2026-06-24,P-004,Producto por agotarse,12,160,105,C-01
V-00739,2026-06-25,P-001,Producto rentable,8,180,95,C-02
V-00740,2026-06-25,P-003,Producto con margen bajo,9,105,100,C-03
V-00741,2026-06-25,P-004,Producto por agotarse,13,160,105,C-04
V-00742,2026-06-26,P-001,Producto rentable,10,180,95,C-05
V-00743,2026-06-26,P-003,Producto con margen bajo,9,105,100,C-06
V-00744,2026-06-26,P-004,Producto por agotarse,15,160,105,C-07
V-00745,2026-06-27,P-001,Producto rentable,5,180,95,C-08
V-00746,2026-06-27,P-002,Producto sobreabastecido,1,250,170,C-09
V-00747,2026-06-27,P-003,Producto con margen bajo,5,105,100,C-10
V-00748,2026-06-27,P-004,Producto por agotarse,13,160,105,C-11
V-00749,2026-06-28,P-001,Producto rentable,4,180,95,C-12
V-00750,2026-06-28,P-003,Producto con margen bajo,4,105,100,C-13
V-00751,2026-06-28,P-004,Producto por agotarse,11,160,105,C-14
V-00752,2026-06-29,P-001,Producto rentable,7,180,95,C-15
V-00753,2026-06-29,P-003,Producto con margen bajo,8,105,100,C-16
V-00754,2026-06-29,P-004,Producto por agotarse,11,160,105,C-17
V-00755,2026-06-30,P-001,Producto rentable,8,180,95,C-18
V-00756,2026-06-30,P-003,Producto con margen bajo,8,105,100,C-01
V-00757,2026-06-30,P-004,Producto por agotarse,12,160,105,C-02
V-00758,2026-07-01,P-001,Producto rentable,8,180,95,C-03
V-00759,2026-07-01,P-002,Producto sobreabastecido,2,250,170,C-04
V-00760,2026-07-01,P-003,Producto con margen bajo,7,105,100,C-05
V-00761,2026-07-01,P-004,Producto por agotarse,13,160,105,C-06
V-00762,2026-07-02,P-001,Producto rentable,9,180,95,C-07
V-00763,2026-07-02,P-003,Producto con margen bajo,7,105,100,C-08
V-00764,2026-07-02,P-004,Producto por agotarse,14,160,105,C-09
V-00765,2026-07-03,P-001,Producto rentable,11,180,95,C-10
V-00766,2026-07-03,P-003,Producto con margen bajo,9,105,100,C-11
V-00767,2026-07-03,P-004,Producto por agotarse,16,160,105,C-12
V-00768,2026-07-04,P-001,Producto rentable,6,180,95,C-13
V-00769,2026-07-04,P-003,Producto con margen bajo,5,105,100,C-14
V-00770,2026-07-04,P-004,Producto por agotarse,14,160,105,C-15
V-00771,2026-07-05,P-001,Producto rentable,12,180,95,C-16
V-00772,2026-07-05,P-003,Producto con margen bajo,4,105,100,C-17
V-00773,2026-07-05,P-004,Producto por agotarse,12,160,105,C-18
V-00774,2026-07-06,P-001,Producto rentable,7,180,95,C-01
V-00775,2026-07-06,P-003,Producto con margen bajo,8,105,100,C-02
V-00776,2026-07-06,P-004,Producto por agotarse,11,160,105,C-03
V-00777,2026-07-07,P-001,Producto rentable,8,180,95,C-04
V-00778,2026-07-07,P-003,Producto con margen bajo,8,105,100,C-05
V-00779,2026-07-07,P-004,Producto por agotarse,12,160,105,C-06
V-00780,2026-07-08,P-001,Producto rentable,8,180,95,C-07
V-00781,2026-07-08,P-003,Producto con margen bajo,7,105,100,C-08
V-00782,2026-07-08,P-004,Producto por agotarse,13,160,105,C-09
V-00783,2026-07-09,P-001,Producto rentable,9,180,95,C-10
V-00784,2026-07-09,P-003,Producto con margen bajo,7,105,100,C-11
V-00785,2026-07-09,P-004,Producto por agotarse,14,160,105,C-12
V-00786,2026-07-10,P-001,Producto rentable,11,180,95,C-13
V-00787,2026-07-10,P-002,Producto sobreabastecido,1,250,170,C-14
V-00788,2026-07-10,P-003,Producto con margen bajo,11,105,100,C-15
V-00789,2026-07-10,P-004,Producto por agotarse,16,160,105,C-16
V-00790,2026-07-11,P-001,Producto rentable,6,180,95,C-17
V-00791,2026-07-11,P-003,Producto con margen bajo,5,105,100,C-18
V-00792,2026-07-11,P-004,Producto por agotarse,14,160,105,C-01
V-00793,2026-07-12,P-001,Producto rentable,5,180,95,C-02
V-00794,2026-07-12,P-003,Producto con margen bajo,4,105,100,C-03
V-00795,2026-07-12,P-004,Producto por agotarse,22,160,105,C-04
V-00796,2026-07-13,P-001,Producto rentable,7,180,95,C-05
V-00797,2026-07-13,P-003,Producto con margen bajo,8,105,100,C-06
V-00798,2026-07-13,P-004,Producto por agotarse,21,160,105,C-07
